Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,credit_limit_usage,avg_balance,trans_per_month,avg_amt_per_trans,tenure_category
33,2,21,5,3,3,20791.0,0,20791.0,0.744,2883,93,0.755,0.0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,1.0,4.428571428571429,31.0,1-2 Years
34,1,27,5,2,4,19900.0,1581,18319.0,0.838,3948,96,0.846,0.079,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.07944723618090452,0.9205527638190955,3.5555555555555554,41.125,2-3 Years
28,0,15,3,3,3,32024.0,1232,30792.0,1.04,2507,64,0.882,0.038,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.038471146640019986,0.9615288533599801,4.266666666666667,39.171875,1-2 Years
36,3,28,3,2,3,3701.0,969,2732.0,1.079,3222,86,0.623,0.262,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.2618211294244799,0.7381788705755201,3.0714285714285716,37.46511627906977,2-3 Years
30,2,18,3,1,4,4199.0,1903,2296.0,1.059,3016,67,0.763,0.453,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.45320314360562036,0.5467968563943796,3.7222222222222223,45.014925373134325,1-2 Years
34,3,21,4,1,3,4353.0,1655,2698.0,0.806,2664,81,0.884,0.38,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.3801975648977717,0.6198024351022283,3.857142857142857,32.888888888888886,1-2 Years
38,4,36,4,4,4,4913.0,2517,2396.0,0.348,899,28,0.273,0.512,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.5123142682678608,0.48768573173213925,0.7777777777777778,32.107142857142854,2-3 Years
39,4,22,3,3,1,5454.0,1108,4346.0,1.021,2674,67,0.675,0.203,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.20315364869820315,0.7968463513017968,3.0454545454545454,39.91044776119403,1-2 Years
32,0,26,3,3,2,2172.0,1381,791.0,1.145,2945,69,0.408,0.636,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.6358195211786372,0.3641804788213628,2.6538461538461537,42.68115942028985,2-3 Years
36,2,26,4,3,2,2845.0,2517,328.0,0.686,2396,51,0.5,0.885,0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.8847100175746925,0.11528998242530755,1.9615384615384615,46.98039215686274,2-3 Years
37,3,28,3,1,4,18570.0,1524,17046.0,1.385,3999,96,0.846,0.082,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.08206785137318255,0.9179321486268175,3.4285714285714284,41.65625,2-3 Years
45,4,33,5,2,4,25907.0,745,25162.0,0.607,2058,56,0.806,0.029,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,0.02875670668159185,0.9712432933184082,1.696969696969697,36.75,2-3 Years
38,3,33,5,3,2,2206.0,2018,188.0,0.648,1739,35,0.667,0.915,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.914777878513146,0.08522212148685404,1.0606060606060606,49.68571428571428,2-3 Years
31,0,24,3,1,4,12050.0,1732,10318.0,0.804,2015,46,0.704,0.144,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.1437344398340249,0.8562655601659751,1.9166666666666667,43.80434782608695,1-2 Years
65,0,36,3,3,2,2107.0,1008,1099.0,0.953,3913,67,0.523,0.478,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.47840531561461797,0.521594684385382,1.8611111111111112,58.40298507462686,2-3 Years
63,0,36,6,3,4,2107.0,1351,756.0,0.521,1320,35,0.522,0.641,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6411960132890365,0.3588039867109635,0.9722222222222222,37.714285714285715,2-3 Years
65,1,56,3,2,5,3539.0,2517,1022.0,0.346,1463,31,0.632,0.711,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.7112178581520203,0.2887821418479797,0.5535714285714286,47.193548387096776,4-5 Years
43,3,36,3,3,4,27175.0,775,26400.0,0.543,3814,72,0.8,0.029,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.028518859245630176,0.9714811407543699,2.0,52.97222222222222,2-3 Years
51,1,36,6,2,2,17905.0,980,16925.0,0.731,4399,64,0.778,0.055,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0.05473331471655962,0.9452666852834404,1.7777777777777777,68.734375,2-3 Years
37,3,31,3,1,3,4940.0,1199,3741.0,1.57,3246,57,0.9,0.243,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.24271255060728744,0.7572874493927125,1.8387096774193548,56.94736842105263,2-3 Years
55,1,43,5,4,2,3161.0,1389,1772.0,0.307,1547,30,0.429,0.439,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.43941790572603606,0.5605820942739639,0.6976744186046512,51.56666666666667,3-4 Years
27,0,36,4,3,3,2464.0,0,2464.0,0.502,2636,50,0.429,0.0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.0,1.0,1.3888888888888888,52.72,2-3 Years
34,0,36,5,1,3,3203.0,2229,974.0,1.146,2625,52,0.625,0.696,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.6959100842959726,0.3040899157040275,1.4444444444444444,50.48076923076923,2-3 Years
32,1,36,3,5,4,1835.0,1017,818.0,0.82,2801,79,0.519,0.554,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5542234332425068,0.44577656675749316,2.1944444444444446,35.45569620253165,2-3 Years
49,5,39,3,2,2,1993.0,0,1993.0,0.539,4075,76,0.689,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,1.0,1.9487179487179487,53.61842105263158,3-4 Years
39,2,27,3,3,2,34516.0,1629,32887.0,1.078,3448,53,1.038,0.047,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.047195503534592655,0.9528044964654073,1.962962962962963,65.05660377358491,2-3 Years
27,0,22,5,2,2,7130.0,873,6257.0,0.53,2498,37,0.321,0.122,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.12244039270687238,0.8775596072931277,1.6818181818181819,67.51351351351352,1-2 Years
30,1,22,5,3,4,12539.0,910,11629.0,0.856,2643,72,0.674,0.073,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.07257357046016429,0.9274264295398357,3.272727272727273,36.708333333333336,1-2 Years
39,4,25,6,2,3,8208.0,0,8208.0,1.568,3135,39,1.167,0.0,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,1.0,1.56,80.38461538461539,2-3 Years
42,2,32,4,2,2,26222.0,1073,25149.0,1.288,1988,30,0.579,0.041,0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.040919838303714436,0.9590801616962855,0.9375,66.26666666666667,2-3 Years
55,4,36,4,2,3,34173.0,1194,32979.0,1.056,3731,69,0.816,0.035,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.03493986480554824,0.9650601351944518,1.9166666666666667,54.072463768115945,2-3 Years
57,2,49,5,1,2,3377.0,1720,1657.0,0.491,1621,32,0.391,0.509,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.5093278057447439,0.49067219425525616,0.6530612244897959,50.65625,4-5 Years
53,2,43,6,3,2,5882.0,2335,3547.0,0.579,1380,30,0.667,0.397,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.39697381842910573,0.6030261815708943,0.6976744186046512,46.0,3-4 Years
51,0,40,4,3,2,7158.0,0,7158.0,0.904,2113,60,0.875,0.0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,1.0,1.5,35.21666666666667,3-4 Years
47,3,41,6,1,4,5833.0,1747,4086.0,0.551,3732,75,0.531,0.3,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.29950282873307044,0.7004971712669296,1.829268292682927,49.76,3-4 Years
26,0,36,6,3,4,4152.0,0,4152.0,0.804,2351,42,0.312,0.0,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,1.0,1.1666666666666667,55.976190476190474,2-3 Years
37,2,24,6,2,3,11699.0,1758,9941.0,0.869,2007,46,1.0,0.15,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.15026925378237457,0.8497307462176255,1.9166666666666667,43.630434782608695,1-2 Years
45,2,35,6,3,2,4505.0,1562,2943.0,0.604,3968,68,0.619,0.347,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0.3467258601553829,0.6532741398446171,1.9428571428571428,58.35294117647059,2-3 Years
55,2,48,6,3,2,7667.0,1193,6474.0,1.101,3915,76,0.617,0.156,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.15560193035085432,0.8443980696491457,1.5833333333333333,51.51315789473684,3-4 Years
37,4,28,3,3,4,34516.0,0,34516.0,0.572,2574,62,0.771,0.0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,2.2142857142857144,41.516129032258064,2-3 Years
36,3,31,3,2,3,2937.0,2159,778.0,0.67,2511,51,0.7,0.735,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.7351038474633981,0.264896152536602,1.6451612903225807,49.23529411764706,2-3 Years
36,1,36,5,3,4,5257.0,1572,3685.0,0.732,2822,73,0.659,0.299,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.29902986494198214,0.7009701350580179,2.0277777777777777,38.657534246575345,2-3 Years
39,2,28,6,3,3,10331.0,957,9374.0,0.699,3695,81,0.653,0.093,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.09263382054012197,0.9073661794598781,2.892857142857143,45.617283950617285,2-3 Years
47,4,36,3,3,3,17557.0,0,17557.0,0.667,2142,62,0.378,0.0,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.0,1.0,1.7222222222222223,34.54838709677419,2-3 Years
56,2,48,6,3,2,4366.0,1590,2776.0,0.475,1596,37,0.423,0.364,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.364177737059093,0.635822262940907,0.7708333333333334,43.13513513513514,3-4 Years
56,4,46,6,2,2,8037.0,2276,5761.0,0.406,3271,71,0.543,0.283,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.28319024511633695,0.716809754883663,1.5434782608695652,46.070422535211264,3-4 Years
38,2,25,4,1,3,8740.0,734,8006.0,1.072,2169,38,0.652,0.084,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.0839816933638444,0.9160183066361556,1.52,57.078947368421055,2-3 Years
49,3,36,6,2,3,8514.0,2013,6501.0,0.664,4098,74,0.542,0.236,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.2364341085271318,0.7635658914728682,2.0555555555555554,55.37837837837838,2-3 Years
36,4,26,4,3,2,2002.0,1377,625.0,0.671,2411,60,0.714,0.688,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.6878121878121878,0.31218781218781216,2.3076923076923075,40.18333333333333,2-3 Years
51,0,35,5,3,4,3132.0,1815,1317.0,1.018,3607,60,0.935,0.58,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5795019157088123,0.42049808429118773,1.7142857142857142,60.11666666666667,2-3 Years
26,0,13,2,3,3,2010.0,1070,940.0,0.906,3625,85,0.635,0.532,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.5323383084577115,0.46766169154228854,6.538461538461538,42.64705882352941,1-2 Years
34,2,23,6,2,3,7567.0,1776,5791.0,1.275,2361,45,0.875,0.235,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.23470331703449188,0.7652966829655081,1.9565217391304348,52.46666666666667,1-2 Years
56,2,40,2,6,4,2381.0,651,1730.0,0.592,1920,46,0.586,0.273,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.2734145317093658,0.7265854682906342,1.15,41.73913043478261,3-4 Years
43,2,31,6,2,4,34516.0,2398,32118.0,0.917,4976,88,0.692,0.069,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.06947502607486383,0.9305249739251362,2.838709677419355,56.54545454545455,2-3 Years
47,3,42,6,2,2,16411.0,1179,15232.0,0.849,3929,71,0.732,0.072,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.07184205715678509,0.928157942843215,1.6904761904761905,55.33802816901409,3-4 Years
42,4,19,3,2,0,1438.3,0,1438.3,0.676,3786,67,0.523,0.0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,1.0,3.526315789473684,56.507462686567166,1-2 Years
38,2,30,2,3,2,3735.0,1421,2314.0,0.57,1837,47,0.741,0.38,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.3804551539491299,0.6195448460508701,1.5666666666666667,39.08510638297872,2-3 Years
55,2,37,3,3,1,22127.0,1799,20328.0,0.758,3591,63,0.75,0.081,0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.08130338500474533,0.9186966149952547,1.7027027027027026,57.0,3-4 Years
28,0,36,3,2,3,5685.0,0,5685.0,1.334,2395,62,1.0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,1.0,1.7222222222222223,38.62903225806452,2-3 Years
62,0,50,3,2,2,7348.0,1466,5882.0,1.236,3066,61,0.694,0.2,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0.1995100707675558,0.8004899292324442,1.22,50.26229508196721,4-5 Years
52,2,34,3,2,3,11188.0,0,11188.0,0.658,2109,47,0.621,0.0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,1.0,1.3823529411764706,44.87234042553192,2-3 Years
44,3,37,3,1,5,3650.0,2512,1138.0,0.739,4599,75,0.471,0.688,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.6882191780821918,0.3117808219178082,2.027027027027027,61.32,3-4 Years
29,0,36,5,2,3,5076.0,1223,3853.0,0.83,2675,57,0.629,0.241,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.24093774625689518,0.7590622537431048,1.5833333333333333,46.92982456140351,2-3 Years
48,4,38,3,2,2,32658.0,1482,31176.0,0.941,2023,37,0.542,0.045,0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.045379386367811865,0.9546206136321881,0.9736842105263158,54.67567567567568,3-4 Years
43,3,36,6,1,2,28634.0,926,27708.0,0.622,4549,68,0.659,0.032,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0.03233917720192778,0.9676608227980722,1.8888888888888888,66.8970588235294,2-3 Years
49,2,36,3,1,3,3414.0,1473,1941.0,0.597,1803,49,1.13,0.431,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.4314586994727592,0.5685413005272407,1.3611111111111112,36.795918367346935,2-3 Years
43,3,23,5,6,1,12315.0,0,12315.0,0.895,2028,51,0.545,0.0,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,1.0,2.217391304347826,39.76470588235294,1-2 Years
41,2,36,5,3,3,2690.0,1912,778.0,0.692,3636,68,0.7,0.711,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,0.7107806691449814,0.2892193308550186,1.8888888888888888,53.470588235294116,2-3 Years
43,3,31,6,2,4,12165.0,0,12165.0,1.16,4066,74,0.682,0.0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,1.0,2.3870967741935485,54.945945945945944,2-3 Years
51,3,46,4,1,3,1792.0,989,803.0,1.202,3102,63,0.703,0.552,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.5518973214285714,0.44810267857142855,1.3695652173913044,49.23809523809524,3-4 Years
37,1,30,6,3,2,19300.0,1181,18119.0,0.764,2660,70,0.795,0.061,0,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.061191709844559586,0.9388082901554404,2.3333333333333335,38.0,2-3 Years
37,2,24,3,3,4,8120.0,2098,6022.0,0.826,3161,54,0.688,0.258,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2583743842364532,0.7416256157635468,2.25,58.53703703703704,1-2 Years
49,5,36,6,2,2,2292.0,0,2292.0,0.976,2584,60,0.5,0.0,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,1.0,1.6666666666666667,43.06666666666667,2-3 Years
36,3,25,6,3,3,21434.0,1345,20089.0,0.603,2143,46,0.586,0.063,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0.06275076980498273,0.9372492301950173,1.84,46.58695652173913,2-3 Years
50,2,43,5,3,4,3424.0,0,3424.0,0.765,4929,74,0.574,0.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,1.0,1.7209302325581395,66.60810810810811,3-4 Years
64,0,51,3,3,4,2787.0,1201,1586.0,0.372,1662,39,0.625,0.431,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.43092931467527806,0.5690706853247219,0.7647058823529411,42.61538461538461,4-5 Years
36,3,30,3,2,3,8696.0,1482,7214.0,1.002,2847,67,0.971,0.17,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.1704231830726771,0.8295768169273229,2.2333333333333334,42.492537313432834,2-3 Years
45,3,35,6,2,3,32446.0,1974,30472.0,0.621,1717,39,0.696,0.061,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.060839548788756706,0.9391604512112433,1.1142857142857143,44.02564102564103,2-3 Years
41,2,36,6,3,3,9133.0,2140,6993.0,0.649,4101,88,0.63,0.234,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.23431512098981713,0.7656848790101829,2.4444444444444446,46.60227272727273,2-3 Years
47,3,37,3,3,2,5116.0,1468,3648.0,0.91,2361,49,0.633,0.287,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.2869429241594996,0.7130570758405004,1.3243243243243243,48.183673469387756,3-4 Years
39,2,31,5,2,1,18974.0,2517,16457.0,1.369,2783,56,1.0,0.133,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.1326552123959102,0.8673447876040898,1.8064516129032258,49.69642857142857,2-3 Years
51,4,45,6,2,3,12101.0,2517,9584.0,0.733,2086,44,0.76,0.208,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.20799933889761177,0.7920006611023882,0.9777777777777777,47.40909090909091,3-4 Years
55,1,46,5,3,4,5379.0,962,4417.0,0.827,1778,40,0.29,0.179,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.17884365123628929,0.8211563487637107,0.8695652173913043,44.45,3-4 Years
57,3,49,5,3,3,32676.0,2134,30542.0,0.797,3990,88,0.76,0.065,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.06530787122046762,0.9346921287795323,1.7959183673469388,45.34090909090909,4-5 Years
36,4,31,4,3,4,34516.0,1491,33025.0,0.93,2243,60,0.935,0.043,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.043197357747131765,0.9568026422528683,1.935483870967742,37.38333333333333,2-3 Years
35,2,36,4,3,4,15202.0,1779,13423.0,1.392,3143,60,0.579,0.117,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.1170240757795027,0.8829759242204973,1.6666666666666667,52.38333333333333,2-3 Years
38,2,23,5,3,3,2222.0,1205,1017.0,0.395,1823,49,0.361,0.542,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.5423042304230423,0.4576957695769577,2.130434782608696,37.204081632653065,1-2 Years
39,2,34,5,2,4,5858.0,0,5858.0,0.853,3355,77,0.604,0.0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,1.0,2.264705882352941,43.57142857142857,2-3 Years
65,0,56,4,2,1,2692.0,1869,823.0,0.744,1594,36,0.895,0.694,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.6942793462109955,0.3057206537890045,0.6428571428571429,44.27777777777778,4-5 Years
51,2,45,6,3,2,7165.0,2037,5128.0,0.83,3553,78,0.902,0.284,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.2842986741102582,0.7157013258897418,1.7333333333333334,45.55128205128205,3-4 Years
50,3,38,4,3,4,1438.3,0,1438.3,1.084,4740,81,0.653,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,1.0,2.1315789473684212,58.51851851851852,3-4 Years
38,2,32,5,1,1,26988.0,1587,25401.0,0.968,3732,70,0.795,0.059,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.058803912850155626,0.9411960871498444,2.1875,53.31428571428572,2-3 Years
36,1,26,3,3,2,2517.0,0,2517.0,0.946,3569,62,0.771,0.0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.0,1.0,2.3846153846153846,57.564516129032256,2-3 Years
41,3,28,3,3,4,11091.0,0,11091.0,0.522,1234,34,0.308,0.0,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,0.0,1.0,1.2142857142857142,36.294117647058826,2-3 Years
40,4,27,3,1,2,10745.0,2084,8661.0,0.847,3502,87,0.933,0.194,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.1939506747324337,0.8060493252675663,3.2222222222222223,40.252873563218394,2-3 Years
40,2,36,3,2,4,34516.0,1686,32830.0,0.562,3146,66,0.65,0.049,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.04884691157723954,0.9511530884227605,1.8333333333333333,47.666666666666664,2-3 Years
26,1,20,6,3,2,2590.0,1748,842.0,0.626,2804,52,0.486,0.675,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.6749034749034749,0.3250965250965251,2.6,53.92307692307692,1-2 Years
46,4,35,5,2,3,2722.0,1473,1249.0,0.737,3129,69,0.683,0.541,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.5411462160176341,0.4588537839823659,1.9714285714285715,45.34782608695652,2-3 Years
49,1,36,3,3,0,8228.0,0,8228.0,0.942,4277,80,0.702,0.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,1.0,2.2222222222222223,53.4625,2-3 Years
38,2,33,6,3,2,11777.0,1781,9996.0,0.565,2763,62,0.879,0.151,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.15122696781862954,0.8487730321813705,1.878787878787879,44.564516129032256,2-3 Years
49,4,39,5,1,1,34516.0,543,33973.0,0.745,3951,76,0.9,0.016,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.015731834511530884,0.9842681654884691,1.9487179487179487,51.98684210526316,3-4 Years
38,3,24,5,1,3,14821.0,0,14821.0,0.661,2876,60,0.622,0.0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,1.0,2.5,47.93333333333333,1-2 Years
36,1,23,4,3,1,1438.3,928,510.3,0.851,2186,59,0.686,0.645,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.6452061461447542,0.3547938538552458,2.5652173913043477,37.05084745762712,1-2 Years
34,2,21,6,3,4,6131.0,1270,4861.0,0.913,2825,93,0.824,0.207,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.20714402218235198,0.792855977817648,4.428571428571429,30.376344086021504,1-2 Years
52,5,47,3,1,1,2047.0,665,1382.0,0.605,3452,66,0.692,0.325,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.3248656570591109,0.6751343429408891,1.4042553191489362,52.303030303030305,3-4 Years
40,3,34,3,3,4,22380.0,1220,21160.0,0.884,3756,73,0.78,0.055,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.05451295799821269,0.9454870420017873,2.1470588235294117,51.45205479452055,2-3 Years
36,3,31,3,3,5,12893.0,1620,11273.0,0.576,2300,60,0.463,0.126,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0.12564957729000234,0.8743504227099976,1.935483870967742,38.333333333333336,2-3 Years
53,3,47,5,1,1,3351.0,1474,1877.0,0.393,4294,66,0.737,0.44,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.43986869591166816,0.5601313040883319,1.4042553191489362,65.06060606060606,3-4 Years
40,2,36,3,1,1,5093.0,2376,2717.0,0.822,2341,57,0.541,0.467,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.46652267818574517,0.5334773218142549,1.5833333333333333,41.07017543859649,2-3 Years
54,1,44,5,1,1,1438.3,0,1438.3,0.576,1585,37,0.609,0.0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,1.0,0.8409090909090909,42.83783783783784,3-4 Years
34,4,20,5,1,2,2165.0,1952,213.0,0.822,2651,81,0.841,0.902,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.9016166281755197,0.09838337182448037,4.05,32.72839506172839,1-2 Years
62,1,54,4,2,2,1927.0,1319,608.0,0.672,4199,77,0.75,0.684,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.6844836533471718,0.31551634665282824,1.4259259259259258,54.532467532467535,4-5 Years
39,1,36,6,1,1,22125.0,0,22125.0,0.645,1994,57,0.727,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,1.0,1.5833333333333333,34.98245614035088,2-3 Years
50,3,42,4,5,3,34516.0,2099,32417.0,0.449,1756,35,0.25,0.061,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.06081237686869857,0.9391876231313014,0.8333333333333334,50.17142857142857,3-4 Years
